"hitid"	"hittypeid"	"title"	"description"	"keywords"	"reward"	"creationtime"	"assignments"	"numavailable"	"numpending"	"numcomplete"	"hitstatus"	"reviewstatus"	"annotation"	"assignmentduration"	"autoapprovaldelay"	"hitlifetime"	"viewhit"	"assignmentid"	"workerid"	"assignmentstatus"	"autoapprovaltime"	"assignmentaccepttime"	"assignmentsubmittime"	"assignmentapprovaltime"	"assignmentrejecttime"	"deadline"	"feedback"	"reject"	"Answer.item"	"Answer.target_property"	"Answer.target_position"	"Answer.left_items"	"Answer.middle_items"	"Answer.right_items"	"Answer.position_chosen"	"Answer.items_chosen"	"Answer.target_frequency"	"Answer.familiarization_cond"	"Answer.participant_response_type_condition"	"Answer.participant_feature_count_condition"	"Answer.linguistic_framing_condition"	"Answer.target_filler_sequence_condition"	"Answer.question_type_condition"	"Answer.manip_check_target"	"Answer.manip_check_dist"	"Answer.manip_check_foil"	"Answer.name_check_correct"	"Answer.choice"	"Answer.choice_correct"	"Answer.money_allocated_to_foil"	"Answer.money_allocated_to_target"	"Answer.money_allocated_to_logical"	"Answer.Likert_value_foil"	"Answer.Likert_value_target"	"Answer.Likert_value_logical"	"Answer.about"	"Answer.comment"	"Answer.age"	"Answer.gender"	"Answer.scale_and_levels_condition"	"Answer.familiarization_present_in_study"	"Answer.top_question_order"	"Answer.middle_question_order"	"Answer.bottom_question_order"	"Answer.image_version"	"Answer.hand_position"
"3YKP7CX6G2FSLYFNMEK8A3J8EEZ7BA"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Wed Feb 11 19:02:02 PST 2015"	"100"	"0"	"0"	"100"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Wed Feb 18 19:02:02 PST 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3YKP7CX6G2FSLYFNMEK8A3J8EEZ7BA"	"3PJ71Z61R42Y93JIPGU577SRF9M19R"	"A2749DC85C9H0F"	"Approved"	"Thu Feb 12 12:12:15 PST 2015"	"Wed Feb 11 19:29:59 PST 2015"	"Wed Feb 11 19:32:15 PST 2015"	"Wed Feb 11 19:52:54 PST 2015"	""	""	""	""	"""pizza"""	"""olives"""	"""right"""	"""mushrooms,olives,"""	"""olives,peppers,"""	"""mushrooms,peppers,"""	"""right"""	"""mushrooms,peppers,"""	"0"	"-1"	"0"	"2"	"1"	"0"	"3"	"""2"""	"""2"""	"""2"""	"""TRUE"""	"""odd_one"""	"""FALSE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""Pizza"""	""""""	""""""	"""m"""	"8"	"0"	"0"	"1"	"2"	"""3"""	"-1"
"3YKP7CX6G2FSLYFNMEK8A3J8EEZ7BA"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Wed Feb 11 19:02:02 PST 2015"	"100"	"0"	"0"	"100"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Wed Feb 18 19:02:02 PST 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3YKP7CX6G2FSLYFNMEK8A3J8EEZ7BA"	"3SKRO2GZ71RIQZ29TDLUXG67Q3YK14"	"A2UIPRZUHUN9OU"	"Approved"	"Thu Feb 12 12:12:36 PST 2015"	"Wed Feb 11 19:28:55 PST 2015"	"Wed Feb 11 19:32:36 PST 2015"	"Wed Feb 11 19:52:54 PST 2015"	""	""	""	""	"""pizza"""	"""olives"""	"""left"""	"""mushrooms,peppers,"""	"""mushrooms,olives,"""	"""olives,peppers,"""	"""middle"""	"""mushrooms,olives,"""	"0"	"-1"	"0"	"2"	"1"	"0"	"3"	"""2"""	"""2"""	"""2"""	"""TRUE"""	"""twin_2"""	"""FALSE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""What type of pizza bob will order next."""	"""No."""	"""31"""	"""Male"""	"8"	"0"	"0"	"2"	"1"	"""3"""	"-1"
"3YKP7CX6G2FSLYFNMEK8A3J8EEZ7BA"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Wed Feb 11 19:02:02 PST 2015"	"100"	"0"	"0"	"100"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Wed Feb 18 19:02:02 PST 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3YKP7CX6G2FSLYFNMEK8A3J8EEZ7BA"	"3ZR9AIQJUB9X58SOC2UECUY1OP240V"	"A2SVUP7CUY0P3L"	"Approved"	"Thu Feb 12 12:12:43 PST 2015"	"Wed Feb 11 19:32:01 PST 2015"	"Wed Feb 11 19:32:43 PST 2015"	"Wed Feb 11 19:52:54 PST 2015"	""	""	""	""	"""Christmas tree"""	"""star"""	"""middle"""	"""ornaments,star,"""	"""lights,ornaments,"""	"""lights,star,"""	"""middle"""	"""lights,ornaments,"""	"0"	"-1"	"0"	"2"	"1"	"0"	"3"	"""2"""	"""2"""	"""2"""	"""TRUE"""	"""odd_one"""	"""FALSE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""trees"""	""""""	""""""	"""m"""	"8"	"0"	"0"	"1"	"2"	"""3"""	"-1"
"3YKP7CX6G2FSLYFNMEK8A3J8EEZ7BA"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Wed Feb 11 19:02:02 PST 2015"	"100"	"0"	"0"	"100"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Wed Feb 18 19:02:02 PST 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3YKP7CX6G2FSLYFNMEK8A3J8EEZ7BA"	"3KMS4QQVK2Q9GEWH0C0FMIA1RDHKF5"	"ACSGXV94SKAE0"	"Approved"	"Thu Feb 12 12:12:46 PST 2015"	"Wed Feb 11 19:31:23 PST 2015"	"Wed Feb 11 19:32:46 PST 2015"	"Wed Feb 11 19:52:55 PST 2015"	""	""	""	""	"""boat"""	"""motor"""	"""middle"""	"""cabin,motor,"""	"""cabin,sail,"""	"""sail,motor,"""	"""right"""	"""sail,motor,"""	"0"	"-1"	"0"	"2"	"1"	"0"	"3"	"""2"""	"""2"""	"""2"""	"""TRUE"""	"""twin_2"""	"""FALSE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""Boats"""	""""""	"""19"""	"""m"""	"8"	"0"	"2"	"1"	"0"	"""3"""	"-1"
"3YKP7CX6G2FSLYFNMEK8A3J8EEZ7BA"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Wed Feb 11 19:02:02 PST 2015"	"100"	"0"	"0"	"100"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Wed Feb 18 19:02:02 PST 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3YKP7CX6G2FSLYFNMEK8A3J8EEZ7BA"	"3ZOTGHDK5IB1AAMI4OS70YAP08KOSB"	"A1D8A4G34LL6MI"	"Approved"	"Thu Feb 12 12:13:23 PST 2015"	"Wed Feb 11 19:30:05 PST 2015"	"Wed Feb 11 19:33:23 PST 2015"	"Wed Feb 11 19:52:55 PST 2015"	""	""	""	""	"""friend"""	"""mustache"""	"""middle"""	"""hat,mustache,"""	"""hat,glasses,"""	"""glasses,mustache,"""	"""right"""	"""glasses,mustache,"""	"0"	"-1"	"0"	"2"	"1"	"0"	"3"	"""2"""	"""2"""	"""2"""	"""TRUE"""	"""twin_2"""	"""FALSE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""language and the way we form opinions about words"""	""""""	"""36"""	"""m"""	"8"	"0"	"0"	"1"	"2"	"""3"""	"-1"
"3YKP7CX6G2FSLYFNMEK8A3J8EEZ7BA"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Wed Feb 11 19:02:02 PST 2015"	"100"	"0"	"0"	"100"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Wed Feb 18 19:02:02 PST 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3YKP7CX6G2FSLYFNMEK8A3J8EEZ7BA"	"3ND9UOO81K2MB60UB1MG569GBGBWLH"	"A2W1SCMN7SR2JT"	"Approved"	"Thu Feb 12 12:14:15 PST 2015"	"Wed Feb 11 19:32:51 PST 2015"	"Wed Feb 11 19:34:15 PST 2015"	"Wed Feb 11 19:52:55 PST 2015"	""	""	""	""	"""friend"""	"""hat"""	"""middle"""	"""hat,glasses,"""	"""glasses,mustache,"""	"""hat,mustache,"""	"""middle"""	"""glasses,mustache,"""	"0"	"-1"	"0"	"2"	"1"	"0"	"3"	"""2"""	"""2"""	"""2"""	"""FALSE"""	"""odd_one"""	"""FALSE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""how well you understand language"""	""""""	"""29"""	"""m"""	"8"	"0"	"2"	"0"	"1"	"""3"""	"-1"
"3YKP7CX6G2FSLYFNMEK8A3J8EEZ7BA"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Wed Feb 11 19:02:02 PST 2015"	"100"	"0"	"0"	"100"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Wed Feb 18 19:02:02 PST 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3YKP7CX6G2FSLYFNMEK8A3J8EEZ7BA"	"32KTQ2V7RDFV5S57I2D3RZGUDKH9M7"	"A183WYXN12P2TJ"	"Approved"	"Thu Feb 12 12:14:41 PST 2015"	"Wed Feb 11 19:33:36 PST 2015"	"Wed Feb 11 19:34:41 PST 2015"	"Wed Feb 11 19:52:55 PST 2015"	""	""	""	""	"""boat"""	"""sail"""	"""right"""	"""cabin,sail,"""	"""sail,motor,"""	"""cabin,motor,"""	"""middle"""	"""sail,motor,"""	"0"	"-1"	"0"	"2"	"1"	"0"	"3"	"""2"""	"""2"""	"""2"""	"""TRUE"""	"""twin_1"""	"""FALSE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""Picking out a certain boat Bob talked about."""	""""""	"""34"""	"""m"""	"8"	"0"	"0"	"2"	"1"	"""3"""	"-1"
"3YKP7CX6G2FSLYFNMEK8A3J8EEZ7BA"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Wed Feb 11 19:02:02 PST 2015"	"100"	"0"	"0"	"100"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Wed Feb 18 19:02:02 PST 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3YKP7CX6G2FSLYFNMEK8A3J8EEZ7BA"	"3H7XDTSHKCR6PEMT0AP0SE48FZPGWV"	"A31Z5TPD8QKE26"	"Approved"	"Thu Feb 12 12:14:44 PST 2015"	"Wed Feb 11 19:33:28 PST 2015"	"Wed Feb 11 19:34:44 PST 2015"	"Wed Feb 11 19:52:55 PST 2015"	""	""	""	""	"""friend"""	"""glasses"""	"""middle"""	"""hat,glasses,"""	"""hat,mustache,"""	"""glasses,mustache,"""	"""middle"""	"""hat,mustache,"""	"0"	"-1"	"0"	"2"	"1"	"0"	"3"	"""2"""	"""2"""	"""2"""	"""FALSE"""	"""odd_one"""	"""FALSE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""biases?"""	"""n/a"""	"""30"""	"""m"""	"8"	"0"	"1"	"2"	"0"	"""3"""	"-1"
"3YKP7CX6G2FSLYFNMEK8A3J8EEZ7BA"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Wed Feb 11 19:02:02 PST 2015"	"100"	"0"	"0"	"100"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Wed Feb 18 19:02:02 PST 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3YKP7CX6G2FSLYFNMEK8A3J8EEZ7BA"	"3RWE2M8QWHAJRG2UU79AB341F6XN09"	"A2BB2LDRU3ESW8"	"Approved"	"Thu Feb 12 12:14:49 PST 2015"	"Wed Feb 11 19:33:25 PST 2015"	"Wed Feb 11 19:34:49 PST 2015"	"Wed Feb 11 19:52:55 PST 2015"	""	""	""	""	"""snowman"""	"""scarf"""	"""right"""	"""scarf,mittens,"""	"""hat,scarf,"""	"""hat,mittens,"""	"""middle"""	"""hat,scarf,"""	"0"	"-1"	"0"	"2"	"1"	"0"	"3"	"""2"""	"""2"""	"""2"""	"""FALSE"""	"""twin_2"""	"""FALSE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""decorating snowmen"""	"""no"""	"""25"""	"""m"""	"8"	"0"	"2"	"1"	"0"	"""3"""	"-1"
"3YKP7CX6G2FSLYFNMEK8A3J8EEZ7BA"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Wed Feb 11 19:02:02 PST 2015"	"100"	"0"	"0"	"100"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Wed Feb 18 19:02:02 PST 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3YKP7CX6G2FSLYFNMEK8A3J8EEZ7BA"	"354P56DE9K3UP4UJN2B5PCOUAJBS7Q"	"A26W5LXB9PT8C7"	"Approved"	"Thu Feb 12 12:14:53 PST 2015"	"Wed Feb 11 19:33:12 PST 2015"	"Wed Feb 11 19:34:53 PST 2015"	"Wed Feb 11 19:52:56 PST 2015"	""	""	""	""	"""Christmas tree"""	"""star"""	"""middle"""	"""ornaments,star,"""	"""lights,ornaments,"""	"""lights,star,"""	"""middle"""	"""lights,ornaments,"""	"0"	"-1"	"0"	"2"	"1"	"0"	"3"	"""1"""	"""2"""	"""2"""	"""TRUE"""	"""odd_one"""	"""FALSE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""Memory and what someone says versus what we think they mean"""	"""No"""	"""30"""	"""f"""	"8"	"0"	"1"	"0"	"2"	"""3"""	"-1"
"3YKP7CX6G2FSLYFNMEK8A3J8EEZ7BA"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Wed Feb 11 19:02:02 PST 2015"	"100"	"0"	"0"	"100"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Wed Feb 18 19:02:02 PST 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3YKP7CX6G2FSLYFNMEK8A3J8EEZ7BA"	"3T3IWE1XG6N5AMCD81P1Z81BHSGTQD"	"A20CFGIV5QZVN8"	"Approved"	"Thu Feb 12 12:14:54 PST 2015"	"Wed Feb 11 19:34:08 PST 2015"	"Wed Feb 11 19:34:54 PST 2015"	"Wed Feb 11 19:52:56 PST 2015"	""	""	""	""	"""sundae"""	"""cherry"""	"""right"""	"""cherry,chocolate,"""	"""cherry,whipped cream,"""	"""whipped cream,chocolate,"""	"""middle"""	"""cherry,whipped cream,"""	"0"	"-1"	"0"	"2"	"1"	"0"	"3"	"""2"""	"""2"""	"""2"""	"""TRUE"""	"""twin_2"""	"""FALSE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""Sundaes and which one Bob eats"""	""""""	"""21"""	"""m"""	"8"	"0"	"2"	"1"	"0"	"""3"""	"-1"
"3YKP7CX6G2FSLYFNMEK8A3J8EEZ7BA"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Wed Feb 11 19:02:02 PST 2015"	"100"	"0"	"0"	"100"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Wed Feb 18 19:02:02 PST 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3YKP7CX6G2FSLYFNMEK8A3J8EEZ7BA"	"3H7Z272LX77WRX3TZF8LDC1KIJ9PLG"	"AKOX5C7VP718G"	"Approved"	"Thu Feb 12 12:15:23 PST 2015"	"Wed Feb 11 19:34:14 PST 2015"	"Wed Feb 11 19:35:23 PST 2015"	"Wed Feb 11 19:52:56 PST 2015"	""	""	""	""	"""Christmas tree"""	"""ornaments"""	"""left"""	"""lights,star,"""	"""ornaments,star,"""	"""lights,ornaments,"""	"""middle"""	"""ornaments,star,"""	"0"	"-1"	"0"	"2"	"1"	"0"	"3"	"""2"""	"""2"""	"""2"""	"""TRUE"""	"""twin_1"""	"""FALSE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""Bob trimming Christmas trees"""	""""""	"""26"""	"""f"""	"8"	"0"	"1"	"2"	"0"	"""3"""	"-1"
"3YKP7CX6G2FSLYFNMEK8A3J8EEZ7BA"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Wed Feb 11 19:02:02 PST 2015"	"100"	"0"	"0"	"100"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Wed Feb 18 19:02:02 PST 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3YKP7CX6G2FSLYFNMEK8A3J8EEZ7BA"	"3GS6S824SQXCZ63FNE2VIYD5GBBWNJ"	"A21ZBS87527EBK"	"Approved"	"Thu Feb 12 12:15:25 PST 2015"	"Wed Feb 11 19:34:06 PST 2015"	"Wed Feb 11 19:35:25 PST 2015"	"Wed Feb 11 19:53:01 PST 2015"	""	""	""	""	"""snowman"""	"""mittens"""	"""right"""	"""hat,mittens,"""	"""scarf,mittens,"""	"""hat,scarf,"""	"""middle"""	"""scarf,mittens,"""	"0"	"-1"	"0"	"2"	"1"	"0"	"3"	"""2"""	"""2"""	"""2"""	"""TRUE"""	"""twin_2"""	"""FALSE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""Deciding what someone was talking about"""	""""""	"""35"""	"""m"""	"8"	"0"	"2"	"1"	"0"	"""3"""	"-1"
"3YKP7CX6G2FSLYFNMEK8A3J8EEZ7BA"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Wed Feb 11 19:02:02 PST 2015"	"100"	"0"	"0"	"100"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Wed Feb 18 19:02:02 PST 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3YKP7CX6G2FSLYFNMEK8A3J8EEZ7BA"	"3FQ5JJ512LOL469YY0JSUNJAT43KNC"	"A3M6TIBELIT0GK"	"Approved"	"Thu Feb 12 12:15:31 PST 2015"	"Wed Feb 11 19:34:28 PST 2015"	"Wed Feb 11 19:35:31 PST 2015"	"Wed Feb 11 19:53:01 PST 2015"	""	""	""	""	"""snowman"""	"""scarf"""	"""middle"""	"""hat,scarf,"""	"""hat,mittens,"""	"""scarf,mittens,"""	"""middle"""	"""hat,mittens,"""	"0"	"-1"	"0"	"2"	"1"	"0"	"3"	"""2"""	"""2"""	"""2"""	"""TRUE"""	"""odd_one"""	"""FALSE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""my choice in what's more likely"""	"""good survey"""	"""37"""	"""male"""	"8"	"0"	"0"	"2"	"1"	"""3"""	"-1"
"3YKP7CX6G2FSLYFNMEK8A3J8EEZ7BA"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Wed Feb 11 19:02:02 PST 2015"	"100"	"0"	"0"	"100"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Wed Feb 18 19:02:02 PST 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3YKP7CX6G2FSLYFNMEK8A3J8EEZ7BA"	"3ERMJ6L4DYSRR9HE35FJD3POIUSM77"	"A1OQDZSTH1QX5L"	"Approved"	"Thu Feb 12 12:16:00 PST 2015"	"Wed Feb 11 19:32:53 PST 2015"	"Wed Feb 11 19:36:00 PST 2015"	"Wed Feb 11 19:53:01 PST 2015"	""	""	""	""	"""friend"""	"""glasses"""	"""right"""	"""hat,glasses,"""	"""glasses,mustache,"""	"""hat,mustache,"""	"""middle"""	"""glasses,mustache,"""	"0"	"-1"	"0"	"2"	"1"	"0"	"3"	"""2"""	"""2"""	"""2"""	"""TRUE"""	"""twin_2"""	"""FALSE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""Understanding speech and language."""	"""I'm not sure how I was supposed to answer that question"""	"""22"""	"""m"""	"8"	"0"	"0"	"2"	"1"	"""3"""	"-1"
"3YKP7CX6G2FSLYFNMEK8A3J8EEZ7BA"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Wed Feb 11 19:02:02 PST 2015"	"100"	"0"	"0"	"100"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Wed Feb 18 19:02:02 PST 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3YKP7CX6G2FSLYFNMEK8A3J8EEZ7BA"	"3LRKMWOKB5HK4FJRCIOIPE4PMIOZ2L"	"A28C0E2WOVYQ3G"	"Approved"	"Thu Feb 12 12:16:22 PST 2015"	"Wed Feb 11 19:34:18 PST 2015"	"Wed Feb 11 19:36:22 PST 2015"	"Wed Feb 11 19:53:01 PST 2015"	""	""	""	""	"""Christmas tree"""	"""lights"""	"""middle"""	"""lights,ornaments,"""	"""ornaments,star,"""	"""lights,star,"""	"""middle"""	"""ornaments,star,"""	"0"	"-1"	"0"	"2"	"1"	"0"	"3"	"""2"""	"""2"""	"""2"""	"""TRUE"""	"""odd_one"""	"""FALSE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""Christmas trees"""	""""""	""""""	""""""	"8"	"0"	"0"	"1"	"2"	"""3"""	"-1"
"3YKP7CX6G2FSLYFNMEK8A3J8EEZ7BA"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Wed Feb 11 19:02:02 PST 2015"	"100"	"0"	"0"	"100"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Wed Feb 18 19:02:02 PST 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3YKP7CX6G2FSLYFNMEK8A3J8EEZ7BA"	"3DH6GAKTYYPA50CY53VDYI5U1XJYZ1"	"A24F2C0D94E1CG"	"Approved"	"Thu Feb 12 12:16:24 PST 2015"	"Wed Feb 11 19:34:07 PST 2015"	"Wed Feb 11 19:36:24 PST 2015"	"Wed Feb 11 19:53:02 PST 2015"	""	""	""	""	"""friend"""	"""mustache"""	"""right"""	"""hat,mustache,"""	"""glasses,mustache,"""	"""hat,glasses,"""	"""right"""	"""hat,glasses,"""	"0"	"-1"	"0"	"2"	"1"	"0"	"3"	"""2"""	"""2"""	"""2"""	"""TRUE"""	"""odd_one"""	"""FALSE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""I have no clue."""	"""None at this time."""	"""34"""	"""m"""	"8"	"0"	"0"	"2"	"1"	"""3"""	"-1"
"3YKP7CX6G2FSLYFNMEK8A3J8EEZ7BA"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Wed Feb 11 19:02:02 PST 2015"	"100"	"0"	"0"	"100"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Wed Feb 18 19:02:02 PST 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3YKP7CX6G2FSLYFNMEK8A3J8EEZ7BA"	"3TMSXRD2X609LZWQIR4XLR02DA71WH"	"A1VL7AAOUPDN72"	"Approved"	"Thu Feb 12 12:17:32 PST 2015"	"Wed Feb 11 19:35:55 PST 2015"	"Wed Feb 11 19:37:32 PST 2015"	"Wed Feb 11 19:53:02 PST 2015"	""	""	""	""	"""Christmas tree"""	"""ornaments"""	"""left"""	"""lights,star,"""	"""ornaments,star,"""	"""lights,ornaments,"""	"""left"""	"""lights,star,"""	"0"	"-1"	"0"	"2"	"1"	"0"	"3"	"""3"""	"""2"""	"""2"""	"""TRUE"""	"""odd_one"""	"""FALSE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""opinion"""	"""nice"""	"""24"""	"""male"""	"8"	"0"	"2"	"1"	"0"	"""3"""	"-1"
"3YKP7CX6G2FSLYFNMEK8A3J8EEZ7BA"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Wed Feb 11 19:02:02 PST 2015"	"100"	"0"	"0"	"100"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Wed Feb 18 19:02:02 PST 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3YKP7CX6G2FSLYFNMEK8A3J8EEZ7BA"	"3QAPZX2QN4DN2UD18OBQJF134B620X"	"AHP61VWZWY1LT"	"Approved"	"Thu Feb 12 12:17:53 PST 2015"	"Wed Feb 11 19:36:33 PST 2015"	"Wed Feb 11 19:37:53 PST 2015"	"Wed Feb 11 19:53:02 PST 2015"	""	""	""	""	"""friend"""	"""hat"""	"""right"""	"""hat,mustache,"""	"""hat,glasses,"""	"""glasses,mustache,"""	"""middle"""	"""hat,glasses,"""	"0"	"-1"	"0"	"2"	"1"	"0"	"3"	"""2"""	"""2"""	"""2"""	"""TRUE"""	"""twin_1"""	"""FALSE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""bob visiting his friends. """	"""no additional comments. """	"""26"""	"""m"""	"8"	"0"	"0"	"1"	"2"	"""3"""	"-1"
